career,skills,source
Computer Vision Engineer,python | nlp | pytorch | statistics,global_ai_jobs_dataset
AI Product Manager,tensorflow | statistics | sql | computer vision,global_ai_jobs_dataset
Prompt Engineer,python | nlp | statistics | computer vision,global_ai_jobs_dataset
AI Researcher,data analysis | nlp | tensorflow | deep learning,global_ai_jobs_dataset
Game Developer,c++ advanced | c# advanced | python advanced | java advanced | unity expert | unreal engine expert | godot basics | gameplay systems development | ai programming | multiplayer networking | physics and collision handling | shader programming hlsl | glsl | performance optimization | cross-platform development | debugging and profiling | leadership | team collaboration | project management | c++ | c# | unity | unreal engine | game ai | shader programming | multiplayer,job_dataset
Machine Learning Engineer,sql | nlp | statistics | computer vision,global_ai_jobs_dataset
AI Product Manager,machine learning | tensorflow | data analysis | sql,global_ai_jobs_dataset
AI Researcher,statistics | machine learning | nlp | python,global_ai_jobs_dataset
AI Engineer,computer vision | pytorch | data analysis | python,global_ai_jobs_dataset
Computer Vision Engineer,python | machine learning | nlp | computer vision,global_ai_jobs_dataset
Ethical Hacker,advanced python | c | c++ | bash | powershell scripting | advanced networking | linux (kali | parrot) expert | windows security and ad | penetration testing and vulnerability assessment | web application security | metasploit | burp suite | nmap | wireshark | cryptography | ssl | tls | malware analysis | reverse engineering | compliance and risk assessment | problem-solving | leadership | communication | ethical hacking | penetration testing | network security | python | linux | windows security,job_dataset
AI Researcher,nlp | statistics | tensorflow | deep learning,global_ai_jobs_dataset
NLP Engineer,tensorflow | nlp | pytorch | python,global_ai_jobs_dataset
AI Engineer,tensorflow | computer vision | nlp | sql,global_ai_jobs_dataset
Machine Learning Engineer,deep learning | python | sql | pytorch,global_ai_jobs_dataset
NLP Engineer,nlp | machine learning | python | pytorch,global_ai_jobs_dataset
NLP Engineer,python | sql | machine learning | nlp,global_ai_jobs_dataset
AI Product Manager,deep learning | pytorch | sql | machine learning,global_ai_jobs_dataset
Data Analyst,deep learning | python | pytorch | data analysis,global_ai_jobs_dataset
Prompt Engineer,sql | machine learning | nlp | tensorflow,global_ai_jobs_dataset
AI Product Manager,data analysis | machine learning | python | nlp,global_ai_jobs_dataset
Prompt Engineer,machine learning | statistics | nlp | sql,global_ai_jobs_dataset
.NET Developer,c# | .net framework basics | asp.net | razor | html | css | javascript basics | sql server | entity framework basics | nunit basics | .net | asp.net mvc | entity framework | unit testing,job_dataset
Data Scientist,tensorflow | deep learning | machine learning | data analysis,global_ai_jobs_dataset
Data Analyst,statistics | data analysis | deep learning | python,global_ai_jobs_dataset
Data Analyst,sql | pytorch | machine learning | data analysis,global_ai_jobs_dataset
Java Developer,spring boot | rest apis | docker | kubernetes | microservices | java,job_dataset
AI Product Manager,sql | deep learning | pytorch | python,global_ai_jobs_dataset
Data Analyst,nlp | machine learning | python | tensorflow,global_ai_jobs_dataset
AI Engineer,deep learning | nlp | statistics | pytorch,global_ai_jobs_dataset
Data Scientist,sql | python | computer vision | pytorch,global_ai_jobs_dataset
Machine Learning Engineer,computer vision | pytorch | nlp | python,global_ai_jobs_dataset
Computer Vision Engineer,nlp | statistics | python | deep learning,global_ai_jobs_dataset
Data Analyst,data analysis | python | tensorflow | deep learning,global_ai_jobs_dataset
Prompt Engineer,nlp | python | tensorflow | sql,global_ai_jobs_dataset
Site Reliability Engineer,python advanced | go programming | java scripting | bash scripting | linux administration | windows administration | cloud platforms (aws | azure | gcp) | docker | kubernetes advanced | ci | cd pipelines (jenkins | bamboo | github actions) | infrastructure as code (terraform | ansible) | monitoring and logging tools (prometheus | grafana | elk stack) | networking (tcp | ip | dns | load balancing | cdn) | automation scripting | distributed systems management | security and compliance basics | problem-solving | collaboration | communication | time management | python | go | linux | kubernetes | aws | terraform | cd | prometheus | distributed systems,job_dataset
AI Researcher,tensorflow | sql | python | computer vision,global_ai_jobs_dataset
Machine Learning Engineer,deep learning | tensorflow | sql | machine learning,global_ai_jobs_dataset
Prompt Engineer,tensorflow | data analysis | sql | pytorch,global_ai_jobs_dataset
AI Engineer,pytorch | computer vision | sql | nlp,global_ai_jobs_dataset
.NET Developer,c# | asp.net | mvc | entity framework basics | sql server | html | css | javascript basics | .net | asp.net mvc | entity framework,job_dataset
AI Product Manager,tensorflow | computer vision | machine learning | deep learning,global_ai_jobs_dataset
Data Analyst,deep learning | sql | tensorflow | statistics,global_ai_jobs_dataset
AI Researcher,sql | data analysis | statistics | deep learning,global_ai_jobs_dataset
Data Analyst,data analysis | sql | nlp | tensorflow,global_ai_jobs_dataset
MLOps Engineer,statistics | sql | pytorch | computer vision,global_ai_jobs_dataset
MLOps Engineer,python | machine learning | sql | deep learning,global_ai_jobs_dataset
Data Scientist,computer vision | deep learning | pytorch | sql,global_ai_jobs_dataset
Java Developer,restful apis | soap apis | angular | react | sql | nosql | java | rest apis | soap,job_dataset
Machine Learning Engineer,deep learning | pytorch | python | sql,global_ai_jobs_dataset
Data Scientist,nlp | statistics | tensorflow | machine learning,global_ai_jobs_dataset
AI Product Manager,computer vision | statistics | machine learning | tensorflow,global_ai_jobs_dataset
Computer Vision Engineer,python | pytorch | computer vision | machine learning,global_ai_jobs_dataset
AI Researcher,computer vision | python | nlp | tensorflow,global_ai_jobs_dataset
Prompt Engineer,pytorch | computer vision | statistics | python,global_ai_jobs_dataset
Data Scientist,tensorflow | python | statistics | computer vision,global_ai_jobs_dataset
Data Engineer,scala | python | sql | kafka | flink | databricks | gcp bigquery | data modeling | bigquery,job_dataset
Computer Vision Engineer,tensorflow | sql | data analysis | statistics,global_ai_jobs_dataset
Data Analyst,machine learning | statistics | nlp | sql,global_ai_jobs_dataset
AI Engineer,python | machine learning | nlp | computer vision,global_ai_jobs_dataset
Game Developer,c++ advanced | c# advanced | python advanced | java advanced | unity expert | unreal engine expert | godot basics | gameplay systems development | ai programming | multiplayer networking | physics and collision handling | shader programming hlsl | glsl | performance optimization | cross-platform development | debugging and profiling | leadership | team collaboration | project management | c++ | c# | unity | unreal engine | game ai | shader programming | multiplayer,job_dataset
NLP Engineer,deep learning | sql | machine learning | pytorch,global_ai_jobs_dataset
Blockchain Developer,java advanced | python advanced | solidity advanced | rust basics | ethereum multi-chain | hyperledger | corda | smart contract security audits | gas optimization | cryptography advanced | scalable dapps | cross-chain interoperability | cloud integration | leadership | project management | innovation | mentorship | blockchain architecture | smart contract optimization | multi-chain | cross-chain | cryptography | consensus algorithms | ethereum | security audits,job_dataset
AI Engineer,deep learning | computer vision | python | statistics,global_ai_jobs_dataset
Blockchain Developer,solidity | smart contracts | javascript | web3.js | cryptography | ethereum | python | hardhat | defi | git | truffle | ethers.js | ipfs | nfts | rust | layer 2 solutions | cross-chain protocols | security auditing | tokenomics | erc standards,it_jobs_required_skills
Site Reliability Engineer,python basics | shell scripting (bash | zsh) | linux os basics | windows os fundamentals | cloud platforms basics (aws | azure | gcp) | docker fundamentals | kubernetes basics | monitoring tools intro (prometheus | grafana) | networking basics (tcp | ip | dns) | basic automation scripts | analytical thinking | time management | communication | python | bash | linux | docker | kubernetes | aws | ci | cd | prometheus | networking | automation,job_dataset
Site Reliability Engineer,python | go | java | bash | zsh scripting | linux expert | windows server | cloud platforms expert | docker | kubernetes | ci | cd pipelines | iac (terraform | ansible | puppet) | monitoring & logging (prometheus | grafana | elk | nagios | splunk) | networking (tcp | ip | dns | load balancing | cdn) | automation | distributed systems design | security compliance | problem-solving | leadership | collaboration | communication | linux | aws | terraform | cd | monitoring | distributed systems,job_dataset
Machine Learning Engineer,machine learning | nlp | tensorflow | deep learning,global_ai_jobs_dataset
AI Researcher,data analysis | sql | deep learning | nlp,global_ai_jobs_dataset
Data Engineer,sql | python | java basics | mongodb | hadoop basics | data structures | etl tools introduction | etl | data warehousing,job_dataset
NLP Engineer,pytorch | machine learning | data analysis | nlp,global_ai_jobs_dataset
.NET Developer,c# | .net core | asp.net mvc | sql server | entity framework | rest apis | docker | azure | microservices,job_dataset
Machine Learning Engineer,nlp | deep learning | data analysis | python,global_ai_jobs_dataset
NLP Engineer,tensorflow | statistics | nlp | python,global_ai_jobs_dataset
Computer Vision Engineer,python | deep learning | computer vision | data analysis,global_ai_jobs_dataset
AI Engineer,data analysis | tensorflow | python | sql,global_ai_jobs_dataset
AI Engineer,sql | statistics | pytorch | machine learning,global_ai_jobs_dataset
Data Analyst,sql | machine learning | computer vision | data analysis,global_ai_jobs_dataset
Computer Vision Engineer,machine learning | sql | computer vision | statistics,global_ai_jobs_dataset
Data Scientist,sql | tensorflow | computer vision | statistics,global_ai_jobs_dataset
Data Scientist,nlp | machine learning | computer vision | data analysis,global_ai_jobs_dataset
Data Scientist,python | deep learning | sql | tensorflow,global_ai_jobs_dataset
Data Engineer,python | scala | java | sql optimization | apache spark | kafka | airflow | aws s3 | redshift | sql | spark | etl | aws | data warehousing,job_dataset
